0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	4	22	26	27	23	0	0	4	21	24	28	25	0	0	4	25	28	27	26	0	0	4	21	22	23	24	0	0	4	23	27	28	24	0	0	4	25	26	22	21	0	0	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	
1	0	0	1	0	0	0	0	1	0	0	0	0	0	2	4	3	4	21	1	0	0	0	3	9	21	4	0	0	0	3	1	21	9	0	0	0	3	1	9	4	0	0	0	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	
1	0	0	1	0	0	0	0	1	0	0	0	0	0	2	7	4	22	26	27	23	0	0	5	9	4	24	28	25	0	4	25	28	27	26	0	0	5	4	1	22	23	24	0	4	23	27	28	24	0	0	5	25	26	22	1	9	0	3	4	9	1	0	0	0	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	
1	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	
1	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	
1	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	
